id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
M2AfRLalBLSoj8WBxCtbZw,connecticut-muffin-brooklyn-2,Connecticut Muffin,https://s3-media2.fl.yelpcdn.com/bphoto/Xt56ZG2mNJQG9xQZotJtrg/o.jpg,False,https://www.yelp.com/biz/connecticut-muffin-brooklyn-2?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,104,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,"{'latitude': 40.67176, 'longitude': -73.97733}","['delivery', 'pickup']",$$,"{'address1': '171 7th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['171 7th Ave', 'Brooklyn, NY 11215']}",+17187682022,(718) 768-2022,15.063056231923431
lSMv7ok2OBIQ4FP2C6xVhQ,hyatt-centric-times-square-new-york-new-york-2,Hyatt Centric Times Square New York,https://s3-media3.fl.yelpcdn.com/bphoto/DS7odU7uNcmStldt2Fopjw/o.jpg,False,https://www.yelp.com/biz/hyatt-centric-times-square-new-york-new-york-2?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,294,"[{'alias': 'hotels', 'title': 'Hotels'}]",4.0,"{'latitude': 40.760133681355775, 'longitude': -73.98866435984087}",[],$$$,"{'address1': '135 W 45th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['135 W 45th St', 'New York, NY 10036']}",+16463641234,(646) 364-1234,1533.2341897669253
ybQV8joopvU1_gG2RwLRog,wok-city-new-york,Wok City,https://s3-media2.fl.yelpcdn.com/bphoto/LS4pYUCp9dkMsn0agcS-KQ/o.jpg,False,https://www.yelp.com/biz/wok-city-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,104,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.0,"{'latitude': 40.7752417820046, 'longitude': -73.983876645396}",['delivery'],$,"{'address1': '153 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['153 Amsterdam Ave', 'New York, NY 10023']}",+12124969714,(212) 496-9714,19.541524520419017
JCWMlkBqLxbAAK9-FQXTmg,kushi-asian-fusion-brooklyn-3,Kushi Asian Fusion ,https://s3-media2.fl.yelpcdn.com/bphoto/tXz__44Z9sxAfXwk7gSZfQ/o.jpg,False,https://www.yelp.com/biz/kushi-asian-fusion-brooklyn-3?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,138,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"{'latitude': 40.6053, 'longitude': -73.99972}","['delivery', 'pickup']",$$,"{'address1': '1934 86st', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11214', 'country': 'US', 'state': 'NY', 'display_address': ['1934 86st', 'Brooklyn, NY 11214']}",+17189753588,(718) 975-3588,27.010646540022076
paPANd487kHvfwi6ifp3tg,sip-n-chat-cocktail-lounge-brooklyn,Sip N Chat Cocktail Lounge,https://s3-media2.fl.yelpcdn.com/bphoto/gA99IdVPqS9_qqvfC4ewlQ/o.jpg,False,https://www.yelp.com/biz/sip-n-chat-cocktail-lounge-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,122,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"{'latitude': 40.64079, 'longitude': -73.94924}","['pickup', 'delivery']",$$,"{'address1': '2910 Avenue D', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11226', 'country': 'US', 'state': 'NY', 'display_address': ['2910 Avenue D', 'Brooklyn, NY 11226']}",+17186754377,(718) 675-4377,12.400031964637442
_nScWpFX3M1K7s30hFEsRw,inday-new-york-2,INDAY,https://s3-media3.fl.yelpcdn.com/bphoto/5XVjJGgGZmgblwuSmAaw-Q/o.jpg,False,https://www.yelp.com/biz/inday-new-york-2?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,399,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",4.0,"{'latitude': 40.7434986, 'longitude': -73.9892206}","['delivery', 'pickup']",$$,"{'address1': '1133 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['1133 Broadway', 'New York, NY 10010']}",+19175215012,(917) 521-5012,1088.8790833492494
qzuYn7qx396WpiRmoA529A,dragon-sea-restaurant-bronx,Dragon Sea Restaurant,,False,https://www.yelp.com/biz/dragon-sea-restaurant-bronx?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,4,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 40.852098, 'longitude': -73.8843668}",['delivery'],,"{'address1': '2302 Crotona Ave', 'address2': None, 'address3': None, 'city': 'Bronx', 'zip_code': '10458', 'country': 'US', 'state': 'NY', 'display_address': ['2302 Crotona Ave', 'Bronx, NY 10458']}",+17189338228,(718) 933-8228,564.482641017255
0L03onqNwxWLrbb_FCK79A,sripraphai-thai-restaurant-woodside,SriPraPhai Thai Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/98LmWrT2ySV8fHpOqVdeow/o.jpg,False,https://www.yelp.com/biz/sripraphai-thai-restaurant-woodside?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,2519,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 40.7464987, 'longitude': -73.8992328}","['delivery', 'pickup']",$$,"{'address1': '64-13 39th Ave', 'address2': '', 'address3': '', 'city': 'Woodside', 'zip_code': '11377', 'country': 'US', 'state': 'NY', 'display_address': ['64-13 39th Ave', 'Woodside, NY 11377']}",+17188999599,(718) 899-9599,5124.102833774614
KsSkrJGHiaZPtph6qf1_nw,cj-cafe-brooklyn,CJ Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/J-FGQ-53Ro3ae1qzPlhX1A/o.jpg,False,https://www.yelp.com/biz/cj-cafe-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,61,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2.5,"{'latitude': 40.65078, 'longitude': -73.95864}","['delivery', 'pickup']",$,"{'address1': '875 Flatbush Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11226', 'country': 'US', 'state': 'NY', 'display_address': ['875 Flatbush Ave', 'Brooklyn, NY 11226']}",+13474421400,(347) 442-1400,20.78126324364268
LosatF80KoBj5LnJlu5sQA,18-bakery-brooklyn,18 Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/dwJfhbtTfNVy2QEDWo8zTg/o.jpg,False,https://www.yelp.com/biz/18-bakery-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,15,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",3.5,"{'latitude': 40.617149, 'longitude': -73.992584}",[],$,"{'address1': '6820 18th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11204', 'country': 'US', 'state': 'NY', 'display_address': ['6820 18th Ave', 'Brooklyn, NY 11204']}",+17182595399,(718) 259-5399,40.465820793668414
qrncvjkiKN5Z-JC06ygy6A,hutong-new-york,Hutong,https://s3-media4.fl.yelpcdn.com/bphoto/HXRS_AItq2Y4aCEw6FqkCw/o.jpg,False,https://www.yelp.com/biz/hutong-new-york?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,484,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,"{'latitude': 40.761551, 'longitude': -73.967443}","['delivery', 'pickup']",$$$$,"{'address1': '731 Lexington Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['731 Lexington Ave', 'New York, NY 10022']}",+12127584800,(212) 758-4800,90.130343610385
F1T2WFjUUC0PlRYRuE4ZSw,tete-a-tete-brooklyn,Tete A Tete,https://s3-media3.fl.yelpcdn.com/bphoto/aWtZJBms9ZjQa_7RZh8n7w/o.jpg,False,https://www.yelp.com/biz/tete-a-tete-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,287,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,"{'latitude': 40.5875314772129, 'longitude': -73.9551550894976}",['pickup'],$$,"{'address1': '2601 E 14th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11235', 'country': 'US', 'state': 'NY', 'display_address': ['2601 E 14th St', 'Brooklyn, NY 11235']}",+17186760783,(718) 676-0783,14.855120657107882
_hNMRzm0QhR7I41plTbyXw,nowadays-ridgewood,Nowadays,https://s3-media3.fl.yelpcdn.com/bphoto/j72c_l6EVVh8Lo0iwiYuLw/o.jpg,False,https://www.yelp.com/biz/nowadays-ridgewood?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,201,"[{'alias': 'beergardens', 'title': 'Beer Gardens'}]",3.5,"{'latitude': 40.6930436149127, 'longitude': -73.901419658197}",['delivery'],$$,"{'address1': '56-06 Cooper Ave', 'address2': '', 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['56-06 Cooper Ave', 'Ridgewood, NY 11385']}",+13475238535,(347) 523-8535,2306.7548936270805
_TTxlr1yIVAa5_p7TH4dEA,cheung-hing-kitchen-saint-albans,Cheung Hing Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/-3FZeF7i5etJRLbjPAlLWw/o.jpg,False,https://www.yelp.com/biz/cheung-hing-kitchen-saint-albans?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,3,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",2.0,"{'latitude': 40.70592, 'longitude': -73.75803}",[],$$,"{'address1': '19914 Hollis Ave', 'address2': '', 'address3': '', 'city': 'Saint Albans', 'zip_code': '11412', 'country': 'US', 'state': 'NY', 'display_address': ['19914 Hollis Ave', 'Saint Albans, NY 11412']}",+17184651388,(718) 465-1388,2421.4082593995413
vpkTNjq9dRh9rT3Nh0pe-A,nolita-pizza-new-york-2,Nolita Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/iY3qXRWquMC433WvPZdMmw/o.jpg,False,https://www.yelp.com/biz/nolita-pizza-new-york-2?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,191,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 40.7208883, 'longitude': -73.9962404}","['delivery', 'pickup']",$,"{'address1': '68 Kenmare St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['68 Kenmare St', 'New York, NY 10012']}",+16468959131,(646) 895-9131,16.049205982783572
59-JJp5t2OCFifY7DUQ2rQ,bricktown-bagel-and-cafe-long-island-city-16,Bricktown Bagel & Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/dwv8wFYKNAch_eqWbwdLqQ/o.jpg,False,https://www.yelp.com/biz/bricktown-bagel-and-cafe-long-island-city-16?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,301,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bagels', 'title': 'Bagels'}]",3.0,"{'latitude': 40.74182, 'longitude': -73.95466}","['delivery', 'pickup']",$,"{'address1': '51-06 Vernon Blvd', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['51-06 Vernon Blvd', 'Long Island City, NY 11101']}",+17183612428,(718) 361-2428,17.97439884539614
dlOxo_eV7zvzjmoo1MHeOA,mira-cali-iv-queens-2,Mira Cali IV,https://s3-media1.fl.yelpcdn.com/bphoto/sK8VCH6VaYQM3sI5YD1dEg/o.jpg,False,https://www.yelp.com/biz/mira-cali-iv-queens-2?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,2,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,"{'latitude': 40.74744, 'longitude': -73.88368}",[],,"{'address1': '82-02 Roosevelt Ave', 'address2': None, 'address3': '', 'city': 'Queens', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['82-02 Roosevelt Ave', 'Queens, NY 11372']}",,,19.958457059209245
xOjlZteEqU0hzKvl1ADyLw,dragon-city-chinese-kitchen-jamaica,Dragon City Chinese Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/QiEVH82qIP7PEdn7LbNRuA/o.jpg,False,https://www.yelp.com/biz/dragon-city-chinese-kitchen-jamaica?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,17,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.0,"{'latitude': 40.698001, 'longitude': -73.806549}","['pickup', 'delivery']",$,"{'address1': '9510 Sutphin Blvd', 'address2': '', 'address3': '', 'city': 'Jamaica', 'zip_code': '11435', 'country': 'US', 'state': 'NY', 'display_address': ['9510 Sutphin Blvd', 'Jamaica, NY 11435']}",+17186580088,(718) 658-0088,21.840200742474643
YqWIbTBOOnyIPJ67XbJfhg,burly-coffee-brooklyn,Burly Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/edpmMSqcwfdHzhaXD6DVtA/o.jpg,False,https://www.yelp.com/biz/burly-coffee-brooklyn?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,119,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 40.6920973, 'longitude': -73.9427741}",['delivery'],$,"{'address1': '356 Throop Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['356 Throop Ave', 'Brooklyn, NY 11221']}",+17183880013,(718) 388-0013,798.3119808494444
Gh4TyhJSqL_24fplLvVpGw,china-cocina-queens,China Cocina,https://s3-media1.fl.yelpcdn.com/bphoto/h9Jqye1lAstKHDUjWw5IIg/o.jpg,False,https://www.yelp.com/biz/china-cocina-queens?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,19,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 40.7494, 'longitude': -73.8624}","['delivery', 'pickup']",$$,"{'address1': '103-10 Roosevelt Ave', 'address2': '', 'address3': None, 'city': 'Queens', 'zip_code': '11368', 'country': 'US', 'state': 'NY', 'display_address': ['103-10 Roosevelt Ave', 'Queens, NY 11368']}",+17184763476,(718) 476-3476,51.44764008835595
XJ6KWgpkQf2PvLpO1W3-hw,sunshine-grill-and-restaurant-floral-park,Sunshine Grill & Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/8DslMDFzZgNDDs6T-xJcCA/o.jpg,False,https://www.yelp.com/biz/sunshine-grill-and-restaurant-floral-park?adjust_creative=52-B7TATqvZKIJZ4W02fbA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=52-B7TATqvZKIJZ4W02fbA,48,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'afghani', 'title': 'Afghan'}, {'alias': 'food', 'title': 'Food'}]",2.5,"{'latitude': 40.7365341, 'longitude': -73.7126617}","['delivery', 'pickup']",$,"{'address1': '255-09 Hillside Ave', 'address2': '', 'address3': '', 'city': 'Floral Park', 'zip_code': '11004', 'country': 'US', 'state': 'NY', 'display_address': ['255-09 Hillside Ave', 'Floral Park, NY 11004']}",+17183432300,(718) 343-2300,31.242559274895548
